"V_GENE"	"logFC"	"AveExpr"	"t"	"P.Value"	"adj.P.Val"	"B"
"IGHV9-2"	-0.630375343480743	-1.75217242632347	-1.38970230924289	0.179157665177315	0.449722302383872	-5.7255175416987
"IGKV10-94"	-0.361651389593215	11.0585294110848	-1.49866542098544	0.148822749551914	0.414838796530358	-5.74274950118335
"IGHV1S44"	-0.630375343480745	-1.83142055135952	-1.35391065631919	0.190137449354706	0.458566789620174	-5.77192865015311
"IGKV8-30"	0.507981648616241	12.0292426449651	1.51366491109771	0.144996167859553	0.414838796530358	-5.79283341977142
"IGKV4-90"	0.752258613036979	7.84489751479475	1.36201228849086	0.187606628708284	0.458566789620174	-5.88756613154228
"IGHV15-2"	-0.628861248687561	-1.59367617625135	-1.25422317393855	0.223523577945222	0.492024059294177	-5.89221586434514
"IGHV1S31"	-0.634899647266059	-1.75217242632347	-1.25285606505747	0.224010953824991	0.492024059294177	-5.89385821148183
"IGKV4-91"	0.781959882468845	12.2044336495504	1.43299588870143	0.166558959409499	0.426807333486842	-5.90147369708396
"IGKV1-110"	0.596118558135183	13.6960999685107	1.4873254750021	0.151770291413546	0.414838796530358	-5.91098446215818
"IGKV2-109"	0.698548050840472	-0.0882427740548634	1.18755697903723	0.248248973527516	0.500604406911598	-5.96182007407163
"IGHV8S9"	-0.630415403204272	-1.47757977150698	-1.19083664555249	0.24698635061891	0.500604406911598	-5.96673452461657
"IGKV2-a"	-0.629873755487834	-1.44073149179867	-1.17823609901084	0.251863804301069	0.500604406911598	-5.9811477123124
"IGKV1-122"	0.949401013482532	10.3968657601209	1.298980090568	0.208013556926021	0.482748443432087	-5.98334822890316
"IGKV4-72"	0.430179942848593	7.90894980014906	1.2815634829767	0.213946799174087	0.487323264785421	-5.98897323518064
"IGKV8-21"	1.09867852036197	9.20384607922189	1.23428963370126	0.23071078628204	0.497849591450719	-6.03169369297007
"IGKV1-117"	0.46885858116184	12.7441567278105	1.33580579938232	0.195890529391847	0.463356444523022	-6.05816770435633
"IGHV1S32"	-0.34425077240398	4.14874631545319	-1.03329614457579	0.313202880795119	0.55831817880869	-6.18404636008885
